,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89
快速直达专线131路,上行,地铁高米店南站,六圈(总部基地)站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
快速直达专线131路,下行,六圈(总部基地)站,地铁高米店南站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
快速直达专线132路,上行,顺义古城站,泗上村站,地铁芍药居站,太阳宫桥站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
快速直达专线132路,下行,太阳宫桥站,地铁芍药居站,泗上村站,顺义古城站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
快速直达专线133路,上行,大郊亭桥东站,王必屯村站,大厂三村站,大厂中医院站,大厂北辰路西口站,大厂交通局站,大厂新医院站,大厂西大街站,大厂文教局站,大厂民族宫站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
快速直达专线133路,下行,大厂民族宫站,大厂文教局站,大厂西大街站,大厂新医院站,大厂交通局站,大厂北辰路西口站,大厂中医院站,大厂三村站,王必屯村站,大郊亭桥东站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
快速直达专线134路,上行,黄村站,黄村东大街东口北站,团河路西口站,清源路东口站,玉泉营桥西站,夏家胡同站,丽泽桥站,西局站,六里桥南站,六里桥北里站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
快速直达专线134路,下行,六里桥北里站,六里桥南站,西局站,丽泽桥站,夏家胡同站,玉泉营桥西站,清源路东口站,团河路西口站,黄村东大街东口南站,黄村站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
快速直达专线135路,上行,牛栏山小区站,恒华街站,西丰乐北口站,双兴桥站,便民街东口站,顺义区医院站,东风小学站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
快速直达专线135路,下行,东风小学站,顺义区医院站,便民街东口站,双兴桥站,西丰乐北口站,恒华街站,牛栏山小区站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
快速直达专线136路,上行,蓝桥驿苑站,黄村火车站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
快速直达专线136路,下行,黄村火车站,蓝桥驿苑站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
快速直达专线137路,上行,冯村西里站,冯西园站,冯村南口站,冯村大桥站,冯村站,永定中学站,葡萄嘴环岛南站,葡东小区站,承泽苑站,侯庄子站,定慧寺东站,西钓鱼台站,航天桥西站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
快速直达专线137路,下行,航天桥西站,西钓鱼台站,定慧寺东站,侯庄子站,承泽苑站,葡东小区站,葡萄嘴环岛南站,永定中学站,冯村站,冯村大桥站,冯村南口站,冯西园站,冯村西里站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
快速直达专线138路,上行,昌平何营站,昌平东关站,石油大学站,东关南里小区南门站,南环东路站,昌平南环路站,花样年华小区站,水屯站,软件园广场站,软件园东站,上地七街站,上地五街站,上地西里站,上地南口站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
快速直达专线138路,下行,上地南口站,上地西里站,上地五街站,上地七街站,软件园东站,软件园广场站,水屯站,花样年华小区站,昌平南环路站,南环东路站,东关南里小区南门站,石油大学站,昌平东关站,昌平何营站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
快速直达专线139路,上行,紫金路南口站,紫金路站,小园村站,石门营站,石龙工业区站,冯村站,永定中学站,葡萄嘴环岛南站,葡东小区站,承泽苑站,侯庄子站,人民大学站,海淀黄庄西站,海淀中街北站,海淀大街西口站,中关村西站,中关村南站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
快速直达专线139路,下行,中关村南站,海淀中街北站,海淀黄庄北站,人民大学站,侯庄子站,承泽苑站,葡东小区站,葡萄嘴环岛南站,永定中学站,冯村站,石龙工业区站,石门营站,小园村站,紫金路站,紫金路南口站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
快速直达专线140路,上行,苏庄大街站,苏庄中路站,苏庄东街北口站,良乡西门站,良乡大街站,良乡东关站,昊天温泉家园站,良乡火车站,送变电公司站,黄辛庄站,长阳路口站,长阳环岛南站,六里桥东站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
快速直达专线140路,下行,六里桥东站,长阳环岛南站,长阳路口站,黄辛庄站,送变电公司站,良乡火车站,昊天温泉家园站,良乡东关站,良乡大街站,良乡西门站,苏庄东街北口站,苏庄中路站,苏庄大街站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
快速直达专线141路,上行,天通北苑站,白坊站,白坊南站,天通东苑一区站,天通苑塔楼站,天通中苑西区站,地铁立水桥站,安慧桥北站,安贞桥北站,安贞桥东站,西坝河站,静安庄站,三元桥站,燕莎桥北站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
快速直达专线141路,下行,燕莎桥北站,三元桥站,静安庄站,西坝河站,安贞桥东站,安贞桥北站,安慧桥北站,地铁立水桥站,天通中苑西区站,天通苑塔楼站,天通东苑一区站,白坊南站,白坊站,天通北苑站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
快速直达专线142路,上行,河滩站,新桥大街站,新桥南街站,永定中学站,冯村站,石龙工业区站,永定镇何各庄站,石门营站,小园村站,栗园庄站,卧龙岗站,芳园西街南口站,莲芳桥东站,莲芳东桥北站,地铁八宝山站,老山站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
快速直达专线142路,下行,老山站,地铁八宝山站,莲芳东桥北站,莲芳桥东站,芳园西街南口站,卧龙岗站,栗园庄站,小园村站,石门营站,永定镇何各庄站,石龙工业区站,冯村站,永定中学站,新桥南街站,新桥大街站,河滩站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
快速直达专线143路,上行,运河湾小区站,运河明珠家园站,东上园站,西上园站,北小园站,通州南关站,通州国税局北站,通州国税局站,葛布店站,大郊亭桥东站,大郊亭桥西站,珠江帝景站,九龙花园站,双井桥东站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
快速直达专线143路,下行,双井桥东站,九龙花园站,珠江帝景站,大郊亭桥西站,大郊亭桥东站,葛布店站,通州国税局站,通州国税局北站,通州南关站,北小园站,西上园站,东上园站,运河明珠家园站,运河湾小区站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
快速直达专线144路,上行,城子大街南口站,城子职高站,三家店西口站,三家店站,三家店东口站,石景山南宫站,五里坨站,定慧寺东站,西钓鱼台站,航天桥西站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
快速直达专线144路,下行,航天桥西站,西钓鱼台站,定慧寺东站,五里坨站,石景山南宫站,三家店东口站,三家店站,三家店西口站,城子职高站,城子大街南口站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
快速直达专线145路,上行,晓月苑小区站,晓月苑二里站,晓月苑一里站,抗战雕塑园站,西道口站,六里桥北里站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
快速直达专线145路,下行,六里桥北里站,西道口站,抗战雕塑园站,晓月苑一里站,晓月苑二里站,晓月苑小区站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
快速直达专线146路,上行,洋桥东站,木樨园桥西站,木樨园桥东站,刘家窑桥站,方庄桥西站,十里河桥北站,潘家园桥北站,双井桥南站,双井桥北站,大北窑南站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
快速直达专线146路,下行,大北窑南站,双花园站,双井桥南站,潘家园桥北站,十里河桥北站,方庄桥西站,刘家窑桥站,木樨园桥东站,木樨园桥西站,洋桥东站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
快速直达专线147路,上行,小稿村站,阿尔法社区北门站,大稿新村站,大稿南站,通州半壁店新村站,通州半壁店站,北探小区站,怡乐北街站,翠屏北里站,翠屏西路北口站,科印小区站,通州北苑路口南站,望和桥站,安慧桥东站,亚运村站,学院桥东站,保福寺桥西站,中关村一街站,中关村南站,海淀黄庄西站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
快速直达专线147路,下行,海淀黄庄西站,海淀中街北站,中关村西站,中关村一街站,保福寺桥西站,学院桥东站,亚运村站,通州北苑路口南站,科印小区站,翠屏西路北口站,翠屏北里站,怡乐北街站,北探小区站,通州半壁店站,通州半壁店新村站,大稿南站,大稿新村站,阿尔法社区北门站,小稿村站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
快速直达专线148路,上行,南口北站,南口大堡站,南口路口东站,红泥沟(龙虎台)站,昌平陈庄站,昌平旧县站,昌平邓庄站,昌平西关环岛西(北郝庄)站,马甸桥南站,德胜门西站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
快速直达专线148路,下行,德胜门西站,小西天站,北京师范大学站,铁狮子坟站,北太平桥东站,马甸桥西站,昌平西关环岛西(北郝庄)站,昌平邓庄站,昌平旧县站,昌平陈庄站,红泥沟(龙虎台)站,南口大堡站,南口北站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
快速直达专线149路,上行,通州小街桥东站,金侨时代家园站,云景里站,公庄站,天地美墅站,龙鼎家园站,巴克寓所站,新华联家园西门站,李老新村站,大郊亭桥东站,大郊亭桥西站,珠江帝景站,九龙花园站,双井桥东站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
快速直达专线149路,下行,双井桥东站,九龙花园站,珠江帝景站,大郊亭桥西站,大郊亭桥东站,李老新村站,新华联家园西门站,巴克寓所站,龙鼎家园站,天地美墅站,公庄站,云景里站,金侨时代家园站,通州小街桥东站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
莲花桥-莲花桥临线,上行,莲花桥站,六里桥北里站,马官营西站,莲宝路口东站,莲宝路口北站,金家村桥东站,莲花小区站,莲花桥站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
莲花桥-莲花桥临线,下行, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
龙湾屯1路北线,上行,丁甲庄村站,小北务村站,大北务村站,龙湾屯中心小学站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
龙湾屯1路北线,下行,龙湾屯中心小学站,大北务村站,小北务村站,丁甲庄村站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
龙湾屯1路南线,上行,龙湾屯中心小学站,龙湾屯镇政府站,史中坞村站,张中坞村站,树行村站,龙湾屯镇南坞站,七连庄村站,柳庄户村站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
龙湾屯1路南线,下行,柳庄户村站,七连庄村站,龙湾屯镇南坞站,树行村站,张中坞村站,史中坞村站,龙湾屯镇政府站,龙湾屯中心小学站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
旅游公交1线,上行,前门站,八达岭站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
旅游公交1线,下行,八达岭站,前门站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
临6路,上行,北京焦化厂站,双合家园东门站,地铁焦化厂站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
临6路,下行,地铁焦化厂站,双合家园东门站,北京焦化厂站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
临8路,上行,大地站,北火垡站,蒋辛庄站,台湖五队站,台湖西街站,台湖东街站,台湖镇政府站,玉甫上营站,田家府站,将军坟站,曹园村站,大马庄站,群芳园站,云景里站,云景东路站,杨家洼路口南站,杨家洼路口北站,玉桥西路南口站,玉桥西路站,通州交通队站,玉桥小区站,乔庄站,运乔嘉园站,京东运乔建材城站,地铁北运河东站,地铁郝家府站,地铁东夏园站,地铁潞城站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
临8路,下行,地铁潞城站,地铁东夏园站,地铁郝家府站,地铁北运河东站,京东运乔建材城站,运乔嘉园站,乔庄站,玉桥小区站,通州交通队站,玉桥西路站,玉桥西路南口站,杨家洼路口北站,杨家洼路口南站,云景东路站,云景里站,群芳园站,大马庄站,曹园村站,将军坟站,田家府站,玉甫上营站,台湖镇政府站,台湖东街站,台湖西街站,台湖五队站,蒋辛庄站,北火垡站,大地站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
密云-司马台专,上行,司马台村站,汤河站,北台站,西北岭站,后南台站,前南台站,桑园站,松树峪站,太师屯站,河流沟站,黄土窝站,万岭站,庄头峪站,穆家峪站,汽车站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
密云-司马台专,下行,汽车站,刘林池站,宝城客运站,长城环岛站,地税站,密云老城墙站,滨阳西里站,滨阳北里站,滨阳站,沙河站,沿湖站,县医院站,大剧院站,县政府站,康居站,密虹公园站,果园站,西大桥油站,教委站,檀城家园站,京客隆超市站,环保局站,南门站,妇幼站,长城环岛站,刘林池站,鑫新通达公司站,穆家峪站,庄头峪站,万岭站,黄土窝站,流河沟站,太师屯站,松树峪站,桑园站,前南台站,后南台站,西北岭站,北台站,汤河站,司马台村站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
M01路,上行,斋堂站,斋堂西口站,西斋堂站,爨底村路口站,达摩口站,西达摩站,上达摩站,洪水峪站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
M01路,下行,洪水峪站,上达摩站,西达摩站,达摩口站,爨底村路口站,西斋堂站,斋堂西口站,斋堂站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
密1路,上行,开发区商贸街站,太子奶公司站,开发区大桥站,开发区总公司站,太真子药业站,商务会馆站,自修大学站,新韩配件站,力达公司站,清华同方站,密云脑血管医院站,密云驾校站,大桥村站,密云交通局站,密云电视台站,兴云南站,密云一中站,密云六中站,学府花园站,果园新里站,密虹公园站,康居南区站,密云县政府站,密云鼓楼北站,密云鼓楼南站,密云京客隆超市站,檀城小区站,北京师范大学密云实验中学站,华远市场站,柏林山水站,密云建委站,密云财政局站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
密1路,下行,密云财政局站,密云建委站,柏林山水站,华远市场站,北京师范大学密云实验中学站,檀城小区站,密云京客隆超市站,密云鼓楼南站,密云鼓楼北站,密云县政府站,康居南区站,密虹公园站,果园新里站,学府花园站,密云六中站,密云一中站,兴云南站,密云电视台站,密云交通局站,大桥村站,密云驾校站,密云脑血管医院站,清华同方站,力达公司站,新韩配件站,自修大学站,商务会馆站,太真子药业站,开发区总公司站,开发区大桥站,太子奶公司站,开发区商贸街站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
密1路西线,上行,密云财政局站,密云建委站,柏林山水小区站,华远市场站,密云实验中学站,檀城小区站,密云京客隆超市站,密云鼓楼南站,密云鼓楼北站,密云县政府站,康居南区站,密虹公园站,果园新里站,学府花园站,密云六中站,密云一中站,兴云南站,密云电视台站,密云交通局站,大桥村站,密云驾校站,脑血管医院站,清华同方站,力达公司站,新韩配件站,密云自修大学站,商务会馆站,太真子药业站,密云开发区总公司站,密云开发区大桥站,太子奶公司站,密云开发区商贸街站,密云开发区797音响公司站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
密1路西线,下行,密云开发区797音响公司站,密云开发区商贸街站,太子奶公司站,密云开发区大桥站,密云开发区总公司站,太真子药业站,商务会馆站,密云自修大学站,新韩配件站,力达公司站,清华同方站,脑血管医院站,密云驾校站,大桥村站,密云交通局站,密云电视台站,兴云南站,密云一中站,密云六中站,学府花园站,果园新里站,密虹公园站,康居南区站,密云县政府站,密云鼓楼北站,密云鼓楼南站,密云京客隆超市站,檀城小区站,密云实验中学站,华远市场站,柏林山水小区站,密云建委站,密云财政局站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
木林1路,上行,大韩庄村站,大林站,长林庄站,木林村站,木林镇政府站,木林中学站,陈各庄站,蒋各庄北站,蒋各庄站,蒋各庄南站,搅拌站,荣各庄站,后王各庄站,前王各庄站,李各庄站,陀头庙站,业兴庄北站,业兴庄站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
木林1路,下行,业兴庄站,业兴庄北站,陀头庙站,李各庄站,前王各庄站,后王各庄站,荣各庄站,搅拌站,蒋各庄南站,蒋各庄站,蒋各庄北站,陈各庄站,木林中学站,木林镇政府站,木林村站,长林庄站,大林站,大韩庄村站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
密1路晚班,上行,兴云南站,密云一中站,密云六中站,学府花园站,果园新里站,密虹公园站,康居南区站,区政府站,鼓楼北站,鼓楼南站,南门东站,檀城小区站,实验中学站,华远市场站,保利站,柏林山水站,区医院站,行宫南区站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
密1路晚班,下行,行宫南区站,区医院站,柏林山水站,保利站,华远市场站,实验中学站,檀城小区站,南门东站,鼓楼南站,鼓楼北站,区政府站,康居南区站,密虹公园站,果园新里站,学府花园站,密云六中站,密云一中站,兴云南站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
M02路,上行,地铁苹果园站,金顶南路站,金安桥西站,首钢小西门站,广宁村站,石景山火车站,麻峪站,侯庄子站,龙泉花园站,绿岛家园站,河滩路口东站,新桥大街站,京煤集团站,新桥南街站,月季园小区站,葡萄嘴站,葡萄嘴环岛南站,永定中学站,冯村站,石龙工业区站,永定镇何各庄站,石门营站,石厂村站,华侨陵园站,苛罗坨站,戒台寺站,秋坡站,门头沟南村站,鲁家滩村口站,鲁家滩西口站,南辛房站,西港沟站,贾沟站,草甸水站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
M02路,下行,草甸水站,贾沟站,西港沟站,鲁家滩西口站,鲁家滩村口站,门头沟南村站,秋坡站,戒台寺站,苛罗坨站,华侨陵园站,石厂村站,石门营站,永定镇何各庄站,石龙工业区站,冯村站,永定中学站,葡萄嘴环岛南站,葡萄嘴站,月季园小区站,新桥南街站,京煤集团站,新桥大街站,河滩路口东站,绿岛家园站,龙泉花园站,侯庄子站,麻峪站,石景山火车站,广宁村站,首钢小西门站,金安桥东站,金顶南路站,地铁苹果园站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
密2路,上行,李各庄站,大唐庄站,康居北区站,劳动局站,康居南区站,县政府站,西单百货站,燕山大酒店站,檀城小区站,实验中学站,华远市场站,麦当劳站,花园东门站,东菜园小区站,行宫小区站,小区管理处站,石桥西区站,石桥北区站,石桥东区站,刘林池站,新农村站,汽车站,沙峪沟村站,大石岭南站,大石岭北站,构件厂站,荆稍坟站,穆家峪镇政府站,南穆家峪站,穆家峪站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
密2路,下行,穆家峪站,南穆家峪站,穆家峪镇政府站,荆稍坟站,构件厂站,大石岭北站,大石岭南站,沙峪沟村站,汽车站,新农村站,刘林池站,石桥东区站,石桥北区站,石桥西区站,小区管理处站,行宫小区站,地税站,花园东门站,麦当劳站,华远市场站,实验中学站,檀城小区站,燕山大酒店站,西单百货站,县政府站,康居站,劳动局站,康居北区站,大唐庄站,李各庄站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
M03路,上行,马栏站,斋堂站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
M03路,下行,斋堂站,马栏站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
密3路,上行,蔡家洼站,蔡家洼大队站,蔡家洼广场站,蔡家洼工业园站,平安庄路口站,山口庄站,提辖庄小学站,提辖庄站,提辖庄供销社站,陈各庄东站,陈各庄西站,宁村水塔站,宁村站,宁村路口站,一街新村站,密云四中站,密云南门外站,密云鼓楼南站,密云鼓楼北站,密云大剧院站,沿湖西门站,密云刑警队站,密云交通队站,密西小区站,大唐庄站,康居北区站,密云劳动局站,果园北区站,季庄小区站,季庄农村商业银行站,季庄西站,韩各庄东站,韩各庄站,韩各庄西站,朝阳村站,环保工业园站,西田各庄站,董各庄站,董各庄北站,卸甲山路口站,养殖小区站,卸甲山村站,三峪路口站,马营路口站,西田各庄镇马营站,康各庄村口站,西康各庄站,小树林站,西庄户村站,西沙地站,小水峪火车站,西田各庄镇小水峪站,牛盆峪铁桥站,牛盆峪站,三峪站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
密3路,下行,三峪站,牛盆峪站,牛盆峪铁桥站,西田各庄镇小水峪站,小水峪火车站,西沙地站,西庄户村站,小树林站,西康各庄站,康各庄村口站,西田各庄镇马营站,马营路口站,三峪路口站,卸甲山村站,养殖小区站,卸甲山路口站,董各庄北站,董各庄站,西田各庄站,环保工业园站,朝阳村站,韩各庄西站,韩各庄站,韩各庄东站,季庄西站,季庄农村商业银行站,季庄小区站,果园北区站,密云劳动局站,康居北区站,大唐庄站,密西小区站,密云交通队站,密云刑警队站,沿湖西门站,密云大剧院站,密云鼓楼北站,密云鼓楼南站,密云南门外站,密云四中站,一街新村站,宁村路口站,宁村站,宁村水塔站,陈各庄西站,陈各庄东站,提辖庄供销社站,提辖庄站,提辖庄小学站,山口庄站,平安庄路口站,蔡家洼工业园站,蔡家洼广场站,蔡家洼大队站,蔡家洼站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
M04路,上行,斋堂站,桑峪部队站,桑峪站,灵水举人村站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
